Date,transactions
2014-12-17,"[{'amount': 743, 'dt': Timestamp('2014-12-17 21:00:00+0000', tz='UTC'), 'price': 27.363675, 'order_id': 'ca29f7b5a3d1426f8ddce9f00ca36665', 'sid': Equity(2 [AAPL]), 'commission': None}, {'amount': -10, 'dt': Timestamp('2014-12-17 21:00:00+0000', tz='UTC'), 'price': 27.336325000000002, 'order_id': 'c15ee52d9c474c5c85171b350e34ea3d', 'sid': Equity(2 [AAPL]), 'commission': None}]"
2014-12-18,"[{'amount': -743, 'dt': Timestamp('2014-12-18 21:00:00+0000', tz='UTC'), 'price': 28.14592, 'order_id': '496eed186c9a4f66bd40bb4c3697a4aa', 'sid': Equity(2 [AAPL]), 'commission': None}]"
2014-12-19,[]
2014-12-22,[]
2014-12-23,[]
2014-12-24,[]
2014-12-26,[]
2014-12-29,[]
2014-12-30,[]
2014-12-31,[]
2015-01-02,[]
2015-01-05,[]
2015-01-06,"[{'amount': 761, 'dt': Timestamp('2015-01-06 21:00:00+0000', tz='UTC'), 'price': 26.583285, 'order_id': '982c863c91524c8eb8c529263f757b2b', 'sid': Equity(2 [AAPL]), 'commission': None}]"
2015-01-07,"[{'amount': -761, 'dt': Timestamp('2015-01-07 21:00:00+0000', tz='UTC'), 'price': 26.92653, 'order_id': '358336143b8848cab8b28cfcac64ef91', 'sid': Equity(2 [AAPL]), 'commission': None}]"
2015-01-08,[]
2015-01-09,[]
2015-01-12,[]
2015-01-13,[]
2015-01-14,[]
2015-01-15,[]
2015-01-16,[]
2015-01-20,"[{'amount': 765, 'dt': Timestamp('2015-01-20 21:00:00+0000', tz='UTC'), 'price': 27.19359, 'order_id': '66342d9af61140de9e2d92c8b93e696f', 'sid': Equity(2 [AAPL]), 'commission': None}]"
2015-01-21,"[{'amount': -765, 'dt': Timestamp('2015-01-21 21:00:00+0000', tz='UTC'), 'price': 27.376305000000002, 'order_id': 'c640d29edaff4fa78d1f3c7ebb513eda', 'sid': Equity(2 [AAPL]), 'commission': None}]"
2015-01-22,[]
2015-01-23,[]
2015-01-26,[]
2015-01-27,[]
2015-01-28,[]
2015-01-29,[]
2015-01-30,[]
2015-02-02,[]
2015-02-03,[]
2015-02-04,[]
2015-02-05,[]
2015-02-06,[]
2015-02-09,[]
2015-02-10,[]
2015-02-11,[]
2015-02-12,[]
2015-02-13,[]
2015-02-17,[]
2015-02-18,[]
2015-02-19,[]
2015-02-20,[]
2015-02-23,[]
2015-02-24,[]
2015-02-25,[]
2015-02-26,[]
2015-02-27,[]
2015-03-02,[]
2015-03-03,[]
2015-03-04,[]
2015-03-05,[]
2015-03-06,[]
2015-03-09,[]
2015-03-10,[]
2015-03-11,[]
2015-03-12,"[{'amount': 664, 'dt': Timestamp('2015-03-12 20:00:00+0000', tz='UTC'), 'price': 31.125555, 'order_id': '25adbf2b409e40e6bba379aadb3ef4de', 'sid': Equity(2 [AAPL]), 'commission': None}]"
2015-03-13,"[{'amount': -664, 'dt': Timestamp('2015-03-13 20:00:00+0000', tz='UTC'), 'price': 30.88455, 'order_id': 'b1011c3725334ea78a5206bf10ed724c', 'sid': Equity(2 [AAPL]), 'commission': None}]"
2015-03-16,"[{'amount': 655, 'dt': Timestamp('2015-03-16 20:00:00+0000', tz='UTC'), 'price': 31.25562, 'order_id': '7ddfc8c33089440290f517d034954272', 'sid': Equity(2 [AAPL]), 'commission': None}]"
2015-03-17,"[{'amount': -655, 'dt': Timestamp('2015-03-17 20:00:00+0000', tz='UTC'), 'price': 31.744120000000002, 'order_id': '26cb8ca333464c638412c5f2a643a792', 'sid': Equity(2 [AAPL]), 'commission': None}]"
2015-03-18,[]
2015-03-19,[]
2015-03-20,[]
2015-03-23,[]
2015-03-24,[]
2015-03-25,[]
2015-03-26,"[{'amount': 659, 'dt': Timestamp('2015-03-26 20:00:00+0000', tz='UTC'), 'price': 31.07553, 'order_id': '652e9fb6894648c6a4916cb7cb477e7e', 'sid': Equity(2 [AAPL]), 'commission': None}]"
2015-03-27,"[{'amount': -659, 'dt': Timestamp('2015-03-27 20:00:00+0000', tz='UTC'), 'price': 30.794595, 'order_id': 'fe801f1434ed4eef87138136473dad04', 'sid': Equity(2 [AAPL]), 'commission': None}]"
2015-03-30,[]
2015-03-31,[]
2015-04-01,[]
2015-04-02,[]
2015-04-06,[]
2015-04-07,[]
2015-04-08,[]
2015-04-09,[]
2015-04-10,[]
2015-04-13,[]
2015-04-14,[]
2015-04-15,[]
2015-04-16,[]
2015-04-17,[]
2015-04-20,[]
2015-04-21,[]
2015-04-22,[]
2015-04-23,[]
2015-04-24,[]
2015-04-27,[]
2015-04-28,[]
2015-04-29,[]
2015-04-30,[]
2015-05-01,[]
2015-05-04,[]
2015-05-05,[]
2015-05-06,[]
2015-05-07,[]
2015-05-08,[]
2015-05-11,[]
2015-05-12,[]
2015-05-13,[]
2015-05-14,[]
2015-05-15,[]
2015-05-18,[]
2015-05-19,[]
2015-05-20,[]
2015-05-21,[]
2015-05-22,[]
2015-05-26,[]
2015-05-27,[]
2015-05-28,[]
2015-05-29,[]
2015-06-01,[]
2015-06-02,[]
2015-06-03,[]
2015-06-04,[]
2015-06-05,[]
2015-06-08,[]
2015-06-09,[]
2015-06-10,[]
2015-06-11,[]
2015-06-12,[]
2015-06-15,"[{'amount': 638, 'dt': Timestamp('2015-06-15 20:00:00+0000', tz='UTC'), 'price': 31.745865000000002, 'order_id': 'cd09fb03cbe4481e8cf49795738a8370', 'sid': Equity(2 [AAPL]), 'commission': None}]"
2015-06-16,"[{'amount': 1, 'dt': Timestamp('2015-06-16 20:00:00+0000', tz='UTC'), 'price': 31.915950000000002, 'order_id': 'a4cb6334320c4220a645222af927a988', 'sid': Equity(2 [AAPL]), 'commission': None}, {'amount': -638, 'dt': Timestamp('2015-06-16 20:00:00+0000', tz='UTC'), 'price': 31.884050000000002, 'order_id': '7ee0908c15634853a473a4b915fdc933', 'sid': Equity(2 [AAPL]), 'commission': None}]"
2015-06-17,"[{'amount': -1, 'dt': Timestamp('2015-06-17 20:00:00+0000', tz='UTC'), 'price': 31.814085000000002, 'order_id': 'f87d719a391e458ea8465423f8cd49f7', 'sid': Equity(2 [AAPL]), 'commission': None}]"
2015-06-18,[]
2015-06-19,[]
2015-06-22,[]
2015-06-23,[]
2015-06-24,[]
2015-06-25,[]
2015-06-26,[]
2015-06-29,[]
2015-06-30,"[{'amount': 652, 'dt': Timestamp('2015-06-30 20:00:00+0000', tz='UTC'), 'price': 31.37568, 'order_id': '0ca4f46604144d0baa121e03834384fd', 'sid': Equity(2 [AAPL]), 'commission': None}]"
2015-07-01,"[{'amount': -4, 'dt': Timestamp('2015-07-01 20:00:00+0000', tz='UTC'), 'price': 31.634175000000003, 'order_id': 'e7df1410df2d4ae094e4e48503af8431', 'sid': Equity(2 [AAPL]), 'commission': None}, {'amount': -652, 'dt': Timestamp('2015-07-01 20:00:00+0000', tz='UTC'), 'price': 31.634175000000003, 'order_id': '6ad6ab9675a24389b2a7cccb3608ad63', 'sid': Equity(2 [AAPL]), 'commission': None}]"
2015-07-02,"[{'amount': 4, 'dt': Timestamp('2015-07-02 20:00:00+0000', tz='UTC'), 'price': 31.625805, 'order_id': '064784bd2ef9453996d8917b77c6b333', 'sid': Equity(2 [AAPL]), 'commission': None}]"
2015-07-06,[]
2015-07-07,[]
2015-07-08,[]
2015-07-09,"[{'amount': 664, 'dt': Timestamp('2015-07-09 20:00:00+0000', tz='UTC'), 'price': 30.03501, 'order_id': '35149749effe4637ad3927d1b6ff1fe1', 'sid': Equity(2 [AAPL]), 'commission': None}]"
2015-07-10,"[{'amount': 13, 'dt': Timestamp('2015-07-10 20:00:00+0000', tz='UTC'), 'price': 30.83541, 'order_id': '4707d201bcb54316a486f122d47c228a', 'sid': Equity(2 [AAPL]), 'commission': None}, {'amount': -664, 'dt': Timestamp('2015-07-10 20:00:00+0000', tz='UTC'), 'price': 30.80459, 'order_id': '3c8446c188184605b50ec20bf6fbd1da', 'sid': Equity(2 [AAPL]), 'commission': None}]"
2015-07-13,"[{'amount': -13, 'dt': Timestamp('2015-07-13 20:00:00+0000', tz='UTC'), 'price': 31.404290000000003, 'order_id': 'a01123b9c2b8400e9bbc415eb2da8e3e', 'sid': Equity(2 [AAPL]), 'commission': None}]"
2015-07-14,[]
2015-07-15,[]
2015-07-16,[]
2015-07-17,[]
2015-07-20,[]
2015-07-21,[]
2015-07-22,[]
2015-07-23,[]
2015-07-24,[]
2015-07-27,[]
2015-07-28,[]
2015-07-29,[]
2015-07-30,[]
2015-07-31,[]
2015-08-03,[]
2015-08-04,"[{'amount': 690, 'dt': Timestamp('2015-08-04 20:00:00+0000', tz='UTC'), 'price': 28.67433, 'order_id': '242547a1df9a4d9e8674842bcb99adaf', 'sid': Equity(2 [AAPL]), 'commission': None}]"
2015-08-05,"[{'amount': 23, 'dt': Timestamp('2015-08-05 20:00:00+0000', tz='UTC'), 'price': 28.864425, 'order_id': '86c54f98d3f04b36a0667fee3f3f9f6e', 'sid': Equity(2 [AAPL]), 'commission': None}, {'amount': -690, 'dt': Timestamp('2015-08-05 20:00:00+0000', tz='UTC'), 'price': 28.835575000000002, 'order_id': 'c607477c446645bb83d74cf3e1bdec41', 'sid': Equity(2 [AAPL]), 'commission': None}]"
2015-08-06,"[{'amount': 686, 'dt': Timestamp('2015-08-06 20:00:00+0000', tz='UTC'), 'price': 28.79439, 'order_id': '4dd6fedfdce34ddb822125bb386d9e1b', 'sid': Equity(2 [AAPL]), 'commission': None}, {'amount': -23, 'dt': Timestamp('2015-08-06 20:00:00+0000', tz='UTC'), 'price': 28.765610000000002, 'order_id': 'd14302a8592147ad83889b9275886f5a', 'sid': Equity(2 [AAPL]), 'commission': None}]"
2015-08-07,"[{'amount': 25, 'dt': Timestamp('2015-08-07 20:00:00+0000', tz='UTC'), 'price': 28.89444, 'order_id': 'd84755991acd4388b72febd94680b737', 'sid': Equity(2 [AAPL]), 'commission': None}, {'amount': -686, 'dt': Timestamp('2015-08-07 20:00:00+0000', tz='UTC'), 'price': 28.86556, 'order_id': '814200a753164f80a98901379f6257db', 'sid': Equity(2 [AAPL]), 'commission': None}]"
2015-08-10,"[{'amount': 684, 'dt': Timestamp('2015-08-10 20:00:00+0000', tz='UTC'), 'price': 29.944965, 'order_id': '6b01563943d94460bdcd68004e9d554e', 'sid': Equity(2 [AAPL]), 'commission': None}, {'amount': -25, 'dt': Timestamp('2015-08-10 20:00:00+0000', tz='UTC'), 'price': 29.915035, 'order_id': '4b8a1dab53194a2d85c616422bd2077a', 'sid': Equity(2 [AAPL]), 'commission': None}]"
2015-08-11,"[{'amount': -684, 'dt': Timestamp('2015-08-11 20:00:00+0000', tz='UTC'), 'price': 28.355815, 'order_id': '5419094decc74905ae2fb913cc0953f1', 'sid': Equity(2 [AAPL]), 'commission': None}]"
2015-08-12,"[{'amount': 714, 'dt': Timestamp('2015-08-12 20:00:00+0000', tz='UTC'), 'price': 28.824405000000002, 'order_id': '6a0f9d38749b4a3d8cecf58de5990919', 'sid': Equity(2 [AAPL]), 'commission': None}]"
2015-08-13,"[{'amount': -714, 'dt': Timestamp('2015-08-13 20:00:00+0000', tz='UTC'), 'price': 28.775605, 'order_id': 'efa95c7e1bd44f87800a76e38029ddb8', 'sid': Equity(2 [AAPL]), 'commission': None}]"
2015-08-14,[]
2015-08-17,[]
2015-08-18,[]
2015-08-19,[]
2015-08-20,[]
2015-08-21,[]
2015-08-24,"[{'amount': 766, 'dt': Timestamp('2015-08-24 20:00:00+0000', tz='UTC'), 'price': 25.79289, 'order_id': '3f078d05358b4349b7a3650b15b777c7', 'sid': Equity(2 [AAPL]), 'commission': None}]"
2015-08-25,"[{'amount': 19, 'dt': Timestamp('2015-08-25 20:00:00+0000', tz='UTC'), 'price': 25.942965, 'order_id': '9b585bea51a64ea3a71a831b3c32d4df', 'sid': Equity(2 [AAPL]), 'commission': None}, {'amount': -766, 'dt': Timestamp('2015-08-25 20:00:00+0000', tz='UTC'), 'price': 25.917035, 'order_id': 'd2b1c82ac5784ba9b64a5aa402093916', 'sid': Equity(2 [AAPL]), 'commission': None}]"
2015-08-26,"[{'amount': 763, 'dt': Timestamp('2015-08-26 20:00:00+0000', tz='UTC'), 'price': 27.43371, 'order_id': '38c746e1fbd14e838c96207f2a2a369c', 'sid': Equity(2 [AAPL]), 'commission': None}, {'amount': -19, 'dt': Timestamp('2015-08-26 20:00:00+0000', tz='UTC'), 'price': 27.406290000000002, 'order_id': '9bf26c6a139b4749a1c68bb1fccee6ed', 'sid': Equity(2 [AAPL]), 'commission': None}]"
2015-08-27,"[{'amount': -763, 'dt': Timestamp('2015-08-27 20:00:00+0000', tz='UTC'), 'price': 28.215885, 'order_id': 'd2f1084a9f584d989974960a1fb63a28', 'sid': Equity(2 [AAPL]), 'commission': None}]"
2015-08-28,[]
2015-08-31,[]
2015-09-01,[]
2015-09-02,[]
2015-09-03,[]
2015-09-04,[]
2015-09-08,[]
2015-09-09,[]
2015-09-10,[]
2015-09-11,[]
2015-09-14,[]
2015-09-15,[]
2015-09-16,[]
2015-09-17,[]
2015-09-18,[]
2015-09-21,[]
2015-09-22,[]
2015-09-23,[]
2015-09-24,[]
2015-09-25,[]
2015-09-28,[]
2015-09-29,[]
2015-09-30,"[{'amount': 748, 'dt': Timestamp('2015-09-30 20:00:00+0000', tz='UTC'), 'price': 27.593790000000002, 'order_id': '59af1f9cb3034cc987eaf8f51becf543', 'sid': Equity(2 [AAPL]), 'commission': None}]"
2015-10-01,"[{'amount': -748, 'dt': Timestamp('2015-10-01 20:00:00+0000', tz='UTC'), 'price': 27.386300000000002, 'order_id': '96fe572df48147ff905e7970fe7b65be', 'sid': Equity(2 [AAPL]), 'commission': None}]"
2015-10-02,[]
2015-10-05,[]
2015-10-06,[]
2015-10-07,[]
2015-10-08,[]
2015-10-09,[]
2015-10-12,[]
2015-10-13,[]
2015-10-14,[]
2015-10-15,[]
2015-10-16,[]
2015-10-19,[]
2015-10-20,[]
2015-10-21,[]
2015-10-22,[]
2015-10-23,[]
2015-10-26,[]
2015-10-27,[]
2015-10-28,[]
2015-10-29,[]
2015-10-30,[]
2015-11-02,[]
2015-11-03,[]
2015-11-04,[]
2015-11-05,[]
2015-11-06,[]
2015-11-09,[]
2015-11-10,[]
2015-11-11,[]
2015-11-12,[]
2015-11-13,[]
2015-11-16,[]
2015-11-17,[]
2015-11-18,[]
2015-11-19,[]
2015-11-20,[]
2015-11-23,[]
2015-11-24,[]
2015-11-25,[]
2015-11-27,[]
2015-11-30,[]
2015-12-01,[]
2015-12-02,[]
2015-12-03,[]
2015-12-04,[]
2015-12-07,[]
2015-12-08,[]
2015-12-09,[]
2015-12-10,[]
2015-12-11,[]
2015-12-14,"[{'amount': 719, 'dt': Timestamp('2015-12-14 21:00:00+0000', tz='UTC'), 'price': 28.13406, 'order_id': '3379df8b3e1d4260a38ef67fe41f0b1c', 'sid': Equity(2 [AAPL]), 'commission': None}]"
2015-12-15,"[{'amount': 5, 'dt': Timestamp('2015-12-15 21:00:00+0000', tz='UTC'), 'price': 27.63381, 'order_id': '8580898b94a344ad88feeceae04ee7e8', 'sid': Equity(2 [AAPL]), 'commission': None}, {'amount': -719, 'dt': Timestamp('2015-12-15 21:00:00+0000', tz='UTC'), 'price': 27.60619, 'order_id': '82414e927e814c63a08a369d61598e7f', 'sid': Equity(2 [AAPL]), 'commission': None}]"
2015-12-16,"[{'amount': 729, 'dt': Timestamp('2015-12-16 21:00:00+0000', tz='UTC'), 'price': 27.843915000000003, 'order_id': '9f40911fe82c452bb955827d5a35f36c', 'sid': Equity(2 [AAPL]), 'commission': None}, {'amount': -5, 'dt': Timestamp('2015-12-16 21:00:00+0000', tz='UTC'), 'price': 27.816085, 'order_id': 'f4cf4945e8544055a9e6c0d67d09850f', 'sid': Equity(2 [AAPL]), 'commission': None}]"
2015-12-17,"[{'amount': -729, 'dt': Timestamp('2015-12-17 21:00:00+0000', tz='UTC'), 'price': 27.236375, 'order_id': '4d786b942f5648ac9ea945fcc3b3962d', 'sid': Equity(2 [AAPL]), 'commission': None}]"
2015-12-18,"[{'amount': 741, 'dt': Timestamp('2015-12-18 21:00:00+0000', tz='UTC'), 'price': 26.523255000000002, 'order_id': '06e1f7bdf5fe414da479bdd0b39fb940', 'sid': Equity(2 [AAPL]), 'commission': None}]"
2015-12-21,"[{'amount': 21, 'dt': Timestamp('2015-12-21 21:00:00+0000', tz='UTC'), 'price': 26.843415, 'order_id': 'c8c35d14375b4df2b2e3272444244315', 'sid': Equity(2 [AAPL]), 'commission': None}, {'amount': -741, 'dt': Timestamp('2015-12-21 21:00:00+0000', tz='UTC'), 'price': 26.816585000000003, 'order_id': '2b4f9678116a41ccbc42a57b9d0fdb44', 'sid': Equity(2 [AAPL]), 'commission': None}]"
2015-12-22,"[{'amount': 733, 'dt': Timestamp('2015-12-22 21:00:00+0000', tz='UTC'), 'price': 26.823405, 'order_id': '2cb612af3c1d4208836c95ec01d56923', 'sid': Equity(2 [AAPL]), 'commission': None}, {'amount': -21, 'dt': Timestamp('2015-12-22 21:00:00+0000', tz='UTC'), 'price': 26.796595000000003, 'order_id': 'bb9154b1b0cb4747951b8b5c5afb5f23', 'sid': Equity(2 [AAPL]), 'commission': None}]"
2015-12-23,"[{'amount': 22, 'dt': Timestamp('2015-12-23 21:00:00+0000', tz='UTC'), 'price': 27.163575, 'order_id': '5a7df124a24949d38741c90a692ddd13', 'sid': Equity(2 [AAPL]), 'commission': None}, {'amount': -733, 'dt': Timestamp('2015-12-23 21:00:00+0000', tz='UTC'), 'price': 27.136425000000003, 'order_id': '53d2d22a783346e9aa4967c2e8f0ac42', 'sid': Equity(2 [AAPL]), 'commission': None}]"
2015-12-24,"[{'amount': -22, 'dt': Timestamp('2015-12-24 18:00:00+0000', tz='UTC'), 'price': 26.996495000000003, 'order_id': 'c7795f5886ef4aec9d55a228301d65c4', 'sid': Equity(2 [AAPL]), 'commission': None}]"
2015-12-28,[]
2015-12-29,[]
2015-12-30,[]
2015-12-31,[]
2016-01-04,[]
2016-01-05,[]
2016-01-06,"[{'amount': 790, 'dt': Timestamp('2016-01-06 21:00:00+0000', tz='UTC'), 'price': 25.182585000000003, 'order_id': '96fe7f26222a496093e833ed5f9774aa', 'sid': Equity(2 [AAPL]), 'commission': None}]"
2016-01-07,"[{'amount': 16, 'dt': Timestamp('2016-01-07 21:00:00+0000', tz='UTC'), 'price': 24.122055, 'order_id': 'd05298e86c4d48c686355072918b766f', 'sid': Equity(2 [AAPL]), 'commission': None}, {'amount': -790, 'dt': Timestamp('2016-01-07 21:00:00+0000', tz='UTC'), 'price': 24.097945, 'order_id': 'e1c7a83d52d04ca59babc3fe9d9d7593', 'sid': Equity(2 [AAPL]), 'commission': None}]"
2016-01-08,"[{'amount': 818, 'dt': Timestamp('2016-01-08 21:00:00+0000', tz='UTC'), 'price': 24.25212, 'order_id': '30fa38d6db57487f82e63a64ae404b56', 'sid': Equity(2 [AAPL]), 'commission': None}, {'amount': -16, 'dt': Timestamp('2016-01-08 21:00:00+0000', tz='UTC'), 'price': 24.227880000000003, 'order_id': '6d9274094faf4e6b8eff71676c8557d1', 'sid': Equity(2 [AAPL]), 'commission': None}]"
2016-01-11,"[{'amount': 12, 'dt': Timestamp('2016-01-11 21:00:00+0000', tz='UTC'), 'price': 24.642315, 'order_id': '66ce2a12f33742008828f731ee1b19f2', 'sid': Equity(2 [AAPL]), 'commission': None}, {'amount': -818, 'dt': Timestamp('2016-01-11 21:00:00+0000', tz='UTC'), 'price': 24.617684999999998, 'order_id': 'cec8c657d5984c03bafa4efda35352b7', 'sid': Equity(2 [AAPL]), 'commission': None}]"
2016-01-12,"[{'amount': 807, 'dt': Timestamp('2016-01-12 21:00:00+0000', tz='UTC'), 'price': 25.002495000000003, 'order_id': '6be3e71c3f7248a4980990900b625446', 'sid': Equity(2 [AAPL]), 'commission': None}, {'amount': -12, 'dt': Timestamp('2016-01-12 21:00:00+0000', tz='UTC'), 'price': 24.977505, 'order_id': '669d7b8c291d437a8fe713bebd21f095', 'sid': Equity(2 [AAPL]), 'commission': None}]"
2016-01-13,"[{'amount': -807, 'dt': Timestamp('2016-01-13 21:00:00+0000', tz='UTC'), 'price': 24.337825000000002, 'order_id': '9fd2e67159044249b5caa5f0d1db424f', 'sid': Equity(2 [AAPL]), 'commission': None}]"
2016-01-14,"[{'amount': 824, 'dt': Timestamp('2016-01-14 21:00:00+0000', tz='UTC'), 'price': 24.89244, 'order_id': '9e1931e46ba246fc8be180f3e119ac47', 'sid': Equity(2 [AAPL]), 'commission': None}]"
2016-01-15,"[{'amount': -824, 'dt': Timestamp('2016-01-15 21:00:00+0000', tz='UTC'), 'price': 24.267860000000002, 'order_id': 'a3d070a41746432fa720a2ab68fc063c', 'sid': Equity(2 [AAPL]), 'commission': None}]"
2016-01-19,[]
2016-01-20,[]
2016-01-21,[]
2016-01-22,[]
2016-01-25,[]
2016-01-26,[]
2016-01-27,[]
2016-01-28,"[{'amount': 855, 'dt': Timestamp('2016-01-28 21:00:00+0000', tz='UTC'), 'price': 23.53176, 'order_id': '94c020db7ee2453690a656d207d9bde5', 'sid': Equity(2 [AAPL]), 'commission': None}]"
2016-01-29,"[{'amount': -855, 'dt': Timestamp('2016-01-29 21:00:00+0000', tz='UTC'), 'price': 24.317835000000002, 'order_id': 'be3e4dd3dd2d495c9795bdedaaccb32d', 'sid': Equity(2 [AAPL]), 'commission': None}]"
2016-02-01,[]
2016-02-02,[]
2016-02-03,[]
2016-02-04,[]
2016-02-05,[]
2016-02-08,[]
2016-02-09,[]
2016-02-10,[]
2016-02-11,[]
2016-02-12,[]
2016-02-16,[]
2016-02-17,[]
2016-02-18,[]
2016-02-19,[]
2016-02-22,[]
2016-02-23,[]
2016-02-24,[]
2016-02-25,[]
2016-02-26,[]
2016-02-29,[]
2016-03-01,[]
2016-03-02,[]
2016-03-03,[]
2016-03-04,[]
2016-03-07,[]
2016-03-08,[]
2016-03-09,[]
2016-03-10,[]
2016-03-11,[]
2016-03-14,[]
2016-03-15,[]
2016-03-16,[]
2016-03-17,[]
2016-03-18,[]
2016-03-21,[]
2016-03-22,[]
2016-03-23,[]
2016-03-24,[]
2016-03-28,[]
2016-03-29,[]
2016-03-30,[]
2016-03-31,[]
2016-04-01,[]
2016-04-04,[]
2016-04-05,[]
2016-04-06,[]
2016-04-07,[]
2016-04-08,[]
2016-04-11,[]
2016-04-12,[]
2016-04-13,[]
2016-04-14,[]
2016-04-15,[]
2016-04-18,[]
2016-04-19,[]
2016-04-20,[]
2016-04-21,[]
2016-04-22,[]
2016-04-25,[]
2016-04-26,"[{'amount': 765, 'dt': Timestamp('2016-04-26 20:00:00+0000', tz='UTC'), 'price': 26.103045, 'order_id': 'd6d954f14430403bb769a7f770b1f288', 'sid': Equity(2 [AAPL]), 'commission': None}]"
2016-04-27,"[{'amount': 5, 'dt': Timestamp('2016-04-27 20:00:00+0000', tz='UTC'), 'price': 24.462225, 'order_id': 'e0c52123caab43dc93d3a3a4f658f634', 'sid': Equity(2 [AAPL]), 'commission': None}, {'amount': -765, 'dt': Timestamp('2016-04-27 20:00:00+0000', tz='UTC'), 'price': 24.437775, 'order_id': '699d9fb216cc4f058acbb4f0b065aadf', 'sid': Equity(2 [AAPL]), 'commission': None}]"
2016-04-28,"[{'amount': 806, 'dt': Timestamp('2016-04-28 20:00:00+0000', tz='UTC'), 'price': 23.721855, 'order_id': '2c5779486021498db7eaa7108173303b', 'sid': Equity(2 [AAPL]), 'commission': None}, {'amount': -5, 'dt': Timestamp('2016-04-28 20:00:00+0000', tz='UTC'), 'price': 23.698145, 'order_id': 'c443b8ca209e474f8b9632411d3a5385', 'sid': Equity(2 [AAPL]), 'commission': None}]"
2016-04-29,"[{'amount': 31, 'dt': Timestamp('2016-04-29 20:00:00+0000', tz='UTC'), 'price': 23.441715, 'order_id': 'f9edd142926049e2841978e50682d972', 'sid': Equity(2 [AAPL]), 'commission': None}, {'amount': -806, 'dt': Timestamp('2016-04-29 20:00:00+0000', tz='UTC'), 'price': 23.418285, 'order_id': '2cb1d0197d9043d8927fe8db867fcdfa', 'sid': Equity(2 [AAPL]), 'commission': None}]"
2016-05-02,"[{'amount': 814, 'dt': Timestamp('2016-05-02 20:00:00+0000', tz='UTC'), 'price': 23.421705, 'order_id': '96aba87dda964c1daa9c2db379706294', 'sid': Equity(2 [AAPL]), 'commission': None}, {'amount': -31, 'dt': Timestamp('2016-05-02 20:00:00+0000', tz='UTC'), 'price': 23.398295, 'order_id': '1af304776c8a44b3a4fca3b8f3af7c30', 'sid': Equity(2 [AAPL]), 'commission': None}]"
2016-05-03,"[{'amount': 31, 'dt': Timestamp('2016-05-03 20:00:00+0000', tz='UTC'), 'price': 23.8119, 'order_id': '9138790043854954ace6e6cf84132587', 'sid': Equity(2 [AAPL]), 'commission': None}, {'amount': -814, 'dt': Timestamp('2016-05-03 20:00:00+0000', tz='UTC'), 'price': 23.7881, 'order_id': 'd80b87fc263847499a6e5887eebccf57', 'sid': Equity(2 [AAPL]), 'commission': None}]"
2016-05-04,"[{'amount': 803, 'dt': Timestamp('2016-05-04 20:00:00+0000', tz='UTC'), 'price': 23.561775, 'order_id': '0b412561413143c1a06652fde5529474', 'sid': Equity(2 [AAPL]), 'commission': None}, {'amount': -31, 'dt': Timestamp('2016-05-04 20:00:00+0000', tz='UTC'), 'price': 23.538225, 'order_id': 'd13af103efbe40eaa95746bd2292bed5', 'sid': Equity(2 [AAPL]), 'commission': None}]"
2016-05-05,"[{'amount': 40, 'dt': Timestamp('2016-05-05 20:00:00+0000', tz='UTC'), 'price': 23.321655, 'order_id': '2de99b0cf4be487380a6796e477c1d45', 'sid': Equity(2 [AAPL]), 'commission': None}, {'amount': -803, 'dt': Timestamp('2016-05-05 20:00:00+0000', tz='UTC'), 'price': 23.298344999999998, 'order_id': 'beb0dc8abfa84fc2b02ea578d4070cc7', 'sid': Equity(2 [AAPL]), 'commission': None}]"
2016-05-06,"[{'amount': 810, 'dt': Timestamp('2016-05-06 20:00:00+0000', tz='UTC'), 'price': 23.19159, 'order_id': '1f319f6c44834f3da9427170721ca732', 'sid': Equity(2 [AAPL]), 'commission': None}, {'amount': -40, 'dt': Timestamp('2016-05-06 20:00:00+0000', tz='UTC'), 'price': 23.168409999999998, 'order_id': 'd64942ed8e894dabb21cbf2119d75c25', 'sid': Equity(2 [AAPL]), 'commission': None}]"
2016-05-09,"[{'amount': -810, 'dt': Timestamp('2016-05-09 20:00:00+0000', tz='UTC'), 'price': 23.188399999999998, 'order_id': 'a78fdbd8117b487aa0000b9652936a3c', 'sid': Equity(2 [AAPL]), 'commission': None}]"
2016-05-10,[]
2016-05-11,[]
2016-05-12,[]
2016-05-13,[]
2016-05-16,[]
2016-05-17,[]
2016-05-18,[]
2016-05-19,[]
2016-05-20,[]
2016-05-23,[]
2016-05-24,[]
2016-05-25,[]
2016-05-26,[]
2016-05-27,[]
2016-05-31,[]
2016-06-01,[]
2016-06-02,[]
2016-06-03,[]
2016-06-06,[]
2016-06-07,[]
2016-06-08,[]
2016-06-09,[]
2016-06-10,[]
2016-06-13,[]
2016-06-14,[]
2016-06-15,[]
2016-06-16,[]
2016-06-17,[]
2016-06-20,"[{'amount': 831, 'dt': Timestamp('2016-06-20 20:00:00+0000', tz='UTC'), 'price': 23.781885, 'order_id': 'eabded77094a47d8b9f30ac6a1649cf3', 'sid': Equity(2 [AAPL]), 'commission': None}]"
