Date,orders
2014-12-16,"[{'id': 'd11ecd2d44e045f5acc6b69ab251f877', 'dt': Timestamp('2014-12-16 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2014-12-15 21:00:00+0000', tz='UTC'), 'amount': 8, 'filled': 8, 'commission': 0.024, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [AAPL]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '39a6018396e24d39b5268ec24ea4f58c', 'dt': Timestamp('2014-12-16 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2014-12-16 21:00:00+0000', tz='UTC'), 'amount': 9, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [AAPL]), 'status': <ORDER_STATUS.OPEN: 0>}]"
2014-12-17,"[{'id': '39a6018396e24d39b5268ec24ea4f58c', 'dt': Timestamp('2014-12-17 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2014-12-16 21:00:00+0000', tz='UTC'), 'amount': 9, 'filled': 9, 'commission': 0.027, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [AAPL]), 'status': <ORDER_STATUS.FILLED: 1>}]"
2014-12-18,[]
2014-12-19,[]
2014-12-22,[]
2014-12-23,[]
2014-12-24,[]
2014-12-26,[]
2014-12-29,[]
2014-12-30,[]
2014-12-31,[]
2015-01-02,[]
2015-01-05,"[{'id': '91a884b131e649338b4d0e3f78bcb56e', 'dt': Timestamp('2015-01-05 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2015-01-05 21:00:00+0000', tz='UTC'), 'amount': 4, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [AAPL]), 'status': <ORDER_STATUS.OPEN: 0>}]"
2015-01-06,"[{'id': '91a884b131e649338b4d0e3f78bcb56e', 'dt': Timestamp('2015-01-06 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2015-01-05 21:00:00+0000', tz='UTC'), 'amount': 4, 'filled': 4, 'commission': 0.012, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [AAPL]), 'status': <ORDER_STATUS.FILLED: 1>}]"
2015-01-07,[]
2015-01-08,[]
2015-01-09,[]
2015-01-12,[]
2015-01-13,[]
2015-01-14,[]
2015-01-15,[]
2015-01-16,[]
2015-01-20,[]
2015-01-21,[]
2015-01-22,[]
2015-01-23,[]
2015-01-26,[]
2015-01-27,[]
2015-01-28,[]
2015-01-29,[]
2015-01-30,[]
2015-02-02,[]
2015-02-03,[]
2015-02-04,[]
2015-02-05,[]
2015-02-06,[]
2015-02-09,[]
2015-02-10,[]
2015-02-11,[]
2015-02-12,[]
2015-02-13,[]
2015-02-17,[]
2015-02-18,[]
2015-02-19,[]
2015-02-20,[]
2015-02-23,[]
2015-02-24,[]
2015-02-25,[]
2015-02-26,[]
2015-02-27,[]
2015-03-02,[]
2015-03-03,[]
2015-03-04,[]
2015-03-05,[]
2015-03-06,[]
2015-03-09,[]
2015-03-10,[]
2015-03-11,[]
2015-03-12,[]
2015-03-13,[]
2015-03-16,[]
2015-03-17,[]
2015-03-18,[]
2015-03-19,[]
2015-03-20,[]
2015-03-23,[]
2015-03-24,[]
2015-03-25,[]
2015-03-26,[]
2015-03-27,[]
2015-03-30,[]
2015-03-31,[]
2015-04-01,[]
2015-04-02,[]
2015-04-06,[]
2015-04-07,[]
2015-04-08,[]
2015-04-09,[]
2015-04-10,[]
2015-04-13,[]
2015-04-14,[]
2015-04-15,[]
2015-04-16,[]
2015-04-17,[]
2015-04-20,[]
2015-04-21,[]
2015-04-22,[]
2015-04-23,[]
2015-04-24,[]
2015-04-27,[]
2015-04-28,[]
2015-04-29,[]
2015-04-30,[]
2015-05-01,[]
2015-05-04,[]
2015-05-05,[]
2015-05-06,[]
2015-05-07,[]
2015-05-08,[]
2015-05-11,[]
2015-05-12,[]
2015-05-13,[]
2015-05-14,[]
2015-05-15,[]
2015-05-18,[]
2015-05-19,[]
2015-05-20,[]
2015-05-21,[]
2015-05-22,[]
2015-05-26,[]
2015-05-27,[]
2015-05-28,[]
2015-05-29,[]
2015-06-01,[]
2015-06-02,[]
2015-06-03,[]
2015-06-04,[]
2015-06-05,[]
2015-06-08,[]
2015-06-09,[]
2015-06-10,[]
2015-06-11,[]
2015-06-12,[]
2015-06-15,[]
2015-06-16,[]
2015-06-17,[]
2015-06-18,[]
2015-06-19,[]
2015-06-22,[]
2015-06-23,[]
2015-06-24,[]
2015-06-25,[]
2015-06-26,[]
2015-06-29,"[{'id': 'c0a264b089d74a389d7c8f4c44c50652', 'dt': Timestamp('2015-06-29 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2015-06-29 20:00:00+0000', tz='UTC'), 'amount': -100, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [AAPL]), 'status': <ORDER_STATUS.OPEN: 0>}]"
2015-06-30,"[{'id': 'c0a264b089d74a389d7c8f4c44c50652', 'dt': Timestamp('2015-06-30 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2015-06-29 20:00:00+0000', tz='UTC'), 'amount': -100, 'filled': -100, 'commission': 0.3, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [AAPL]), 'status': <ORDER_STATUS.FILLED: 1>}]"
2015-07-01,[]
2015-07-02,[]
2015-07-06,[]
2015-07-07,[]
2015-07-08,"[{'id': 'f9940bfbe6af4bc18d7ae9054500fdb4', 'dt': Timestamp('2015-07-08 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2015-07-08 20:00:00+0000', tz='UTC'), 'amount': 9, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [AAPL]), 'status': <ORDER_STATUS.OPEN: 0>}]"
2015-07-09,"[{'id': 'f9940bfbe6af4bc18d7ae9054500fdb4', 'dt': Timestamp('2015-07-09 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2015-07-08 20:00:00+0000', tz='UTC'), 'amount': 9, 'filled': 9, 'commission': 0.027, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [AAPL]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '583a0cde33ad48afab0edd9218f271fa', 'dt': Timestamp('2015-07-09 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2015-07-09 20:00:00+0000', tz='UTC'), 'amount': 12, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [AAPL]), 'status': <ORDER_STATUS.OPEN: 0>}]"
2015-07-10,"[{'id': '583a0cde33ad48afab0edd9218f271fa', 'dt': Timestamp('2015-07-10 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2015-07-09 20:00:00+0000', tz='UTC'), 'amount': 12, 'filled': 12, 'commission': 0.036000000000000004, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [AAPL]), 'status': <ORDER_STATUS.FILLED: 1>}]"
2015-07-13,[]
2015-07-14,[]
2015-07-15,[]
2015-07-16,[]
2015-07-17,[]
2015-07-20,[]
2015-07-21,[]
2015-07-22,[]
2015-07-23,[]
2015-07-24,[]
2015-07-27,[]
2015-07-28,[]
2015-07-29,[]
2015-07-30,[]
2015-07-31,[]
2015-08-03,[]
2015-08-04,"[{'id': '883df6448476484ca84470fceaad6ede', 'dt': Timestamp('2015-08-04 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2015-08-04 20:00:00+0000', tz='UTC'), 'amount': 30, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [AAPL]), 'status': <ORDER_STATUS.OPEN: 0>}]"
2015-08-05,"[{'id': '883df6448476484ca84470fceaad6ede', 'dt': Timestamp('2015-08-05 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2015-08-04 20:00:00+0000', tz='UTC'), 'amount': 30, 'filled': 30, 'commission': 0.09, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [AAPL]), 'status': <ORDER_STATUS.FILLED: 1>}]"
2015-08-06,[]
2015-08-07,[]
2015-08-10,[]
2015-08-11,[]
2015-08-12,[]
2015-08-13,[]
2015-08-14,[]
2015-08-17,[]
2015-08-18,[]
2015-08-19,[]
2015-08-20,[]
2015-08-21,"[{'id': '6614bc4777d541688ce308f007bf01fc', 'dt': Timestamp('2015-08-21 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2015-08-21 20:00:00+0000', tz='UTC'), 'amount': 54, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [AAPL]), 'status': <ORDER_STATUS.OPEN: 0>}]"
2015-08-24,"[{'id': '6614bc4777d541688ce308f007bf01fc', 'dt': Timestamp('2015-08-24 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2015-08-21 20:00:00+0000', tz='UTC'), 'amount': 54, 'filled': 54, 'commission': 0.162, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [AAPL]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': 'a56a7f2d912441e5be394d2c49a8d380', 'dt': Timestamp('2015-08-24 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2015-08-24 20:00:00+0000', tz='UTC'), 'amount': 18, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [AAPL]), 'status': <ORDER_STATUS.OPEN: 0>}]"
2015-08-25,"[{'id': 'a56a7f2d912441e5be394d2c49a8d380', 'dt': Timestamp('2015-08-25 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2015-08-24 20:00:00+0000', tz='UTC'), 'amount': 18, 'filled': 18, 'commission': 0.054, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [AAPL]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '488d61c6850141a3a036c8aa58dc28da', 'dt': Timestamp('2015-08-25 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2015-08-25 20:00:00+0000', tz='UTC'), 'amount': -3, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [AAPL]), 'status': <ORDER_STATUS.OPEN: 0>}]"
2015-08-26,"[{'id': '488d61c6850141a3a036c8aa58dc28da', 'dt': Timestamp('2015-08-26 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2015-08-25 20:00:00+0000', tz='UTC'), 'amount': -3, 'filled': -3, 'commission': 0.009000000000000001, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [AAPL]), 'status': <ORDER_STATUS.FILLED: 1>}]"
2015-08-27,[]
2015-08-28,[]
2015-08-31,[]
2015-09-01,[]
2015-09-02,[]
2015-09-03,[]
2015-09-04,[]
2015-09-08,[]
2015-09-09,[]
2015-09-10,[]
2015-09-11,[]
2015-09-14,[]
2015-09-15,[]
2015-09-16,[]
2015-09-17,[]
2015-09-18,[]
2015-09-21,[]
2015-09-22,[]
2015-09-23,[]
2015-09-24,[]
2015-09-25,[]
2015-09-28,[]
2015-09-29,[]
2015-09-30,[]
2015-10-01,[]
2015-10-02,[]
2015-10-05,[]
2015-10-06,[]
2015-10-07,[]
2015-10-08,[]
2015-10-09,[]
2015-10-12,[]
2015-10-13,[]
2015-10-14,[]
2015-10-15,[]
2015-10-16,[]
2015-10-19,[]
2015-10-20,[]
2015-10-21,[]
2015-10-22,[]
2015-10-23,[]
2015-10-26,[]
2015-10-27,[]
2015-10-28,[]
2015-10-29,[]
2015-10-30,[]
2015-11-02,[]
2015-11-03,[]
2015-11-04,[]
2015-11-05,[]
2015-11-06,[]
2015-11-09,[]
2015-11-10,[]
2015-11-11,[]
2015-11-12,[]
2015-11-13,[]
2015-11-16,[]
2015-11-17,[]
2015-11-18,[]
2015-11-19,[]
2015-11-20,[]
2015-11-23,[]
2015-11-24,[]
2015-11-25,[]
2015-11-27,[]
2015-11-30,[]
2015-12-01,[]
2015-12-02,[]
2015-12-03,[]
2015-12-04,[]
2015-12-07,[]
2015-12-08,[]
2015-12-09,[]
2015-12-10,[]
2015-12-11,[]
2015-12-14,[]
2015-12-15,"[{'id': 'ee984cf9f5be4c8bb8753e50b293f35b', 'dt': Timestamp('2015-12-15 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2015-12-15 21:00:00+0000', tz='UTC'), 'amount': -43, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [AAPL]), 'status': <ORDER_STATUS.OPEN: 0>}]"
2015-12-16,"[{'id': 'ee984cf9f5be4c8bb8753e50b293f35b', 'dt': Timestamp('2015-12-16 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2015-12-15 21:00:00+0000', tz='UTC'), 'amount': -43, 'filled': -43, 'commission': 0.129, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [AAPL]), 'status': <ORDER_STATUS.FILLED: 1>}]"
2015-12-17,"[{'id': '73af246a5d654fe38d596024dde357d0', 'dt': Timestamp('2015-12-17 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2015-12-17 21:00:00+0000', tz='UTC'), 'amount': 8, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [AAPL]), 'status': <ORDER_STATUS.OPEN: 0>}]"
2015-12-18,"[{'id': '73af246a5d654fe38d596024dde357d0', 'dt': Timestamp('2015-12-18 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2015-12-17 21:00:00+0000', tz='UTC'), 'amount': 8, 'filled': 8, 'commission': 0.024, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [AAPL]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '9b1335de643447b3ad73e67a8fbe83ca', 'dt': Timestamp('2015-12-18 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2015-12-18 21:00:00+0000', tz='UTC'), 'amount': 19, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [AAPL]), 'status': <ORDER_STATUS.OPEN: 0>}]"
2015-12-21,"[{'id': '9b1335de643447b3ad73e67a8fbe83ca', 'dt': Timestamp('2015-12-21 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2015-12-18 21:00:00+0000', tz='UTC'), 'amount': 19, 'filled': 19, 'commission': 0.057, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [AAPL]), 'status': <ORDER_STATUS.FILLED: 1>}]"
2015-12-22,[]
2015-12-23,[]
2015-12-24,[]
2015-12-28,[]
2015-12-29,[]
2015-12-30,[]
2015-12-31,[]
2016-01-04,[]
2016-01-05,[]
2016-01-06,[]
2016-01-07,"[{'id': '0b93cb9b4d174d2484dccabb3a68ba37', 'dt': Timestamp('2016-01-07 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2016-01-07 21:00:00+0000', tz='UTC'), 'amount': 69, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [AAPL]), 'status': <ORDER_STATUS.OPEN: 0>}]"
2016-01-08,"[{'id': '0b93cb9b4d174d2484dccabb3a68ba37', 'dt': Timestamp('2016-01-08 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2016-01-07 21:00:00+0000', tz='UTC'), 'amount': 69, 'filled': 69, 'commission': 0.20700000000000002, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [AAPL]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '911f30f0e88249f097b7dfd2a4e7feb7', 'dt': Timestamp('2016-01-08 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2016-01-08 21:00:00+0000', tz='UTC'), 'amount': -3, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [AAPL]), 'status': <ORDER_STATUS.OPEN: 0>}]"
2016-01-11,"[{'id': '911f30f0e88249f097b7dfd2a4e7feb7', 'dt': Timestamp('2016-01-11 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2016-01-08 21:00:00+0000', tz='UTC'), 'amount': -3, 'filled': -3, 'commission': 0.009000000000000001, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [AAPL]), 'status': <ORDER_STATUS.FILLED: 1>}]"
2016-01-12,[]
2016-01-13,[]
2016-01-14,[]
2016-01-15,[]
2016-01-19,[]
2016-01-20,[]
2016-01-21,[]
2016-01-22,[]
2016-01-25,[]
2016-01-26,[]
2016-01-27,[]
2016-01-28,[]
2016-01-29,[]
2016-02-01,[]
2016-02-02,[]
2016-02-03,[]
2016-02-04,[]
2016-02-05,[]
2016-02-08,[]
2016-02-09,[]
2016-02-10,[]
2016-02-11,[]
2016-02-12,[]
2016-02-16,[]
2016-02-17,[]
2016-02-18,[]
2016-02-19,[]
2016-02-22,[]
2016-02-23,[]
2016-02-24,[]
2016-02-25,[]
2016-02-26,[]
2016-02-29,[]
2016-03-01,[]
2016-03-02,[]
2016-03-03,[]
2016-03-04,[]
2016-03-07,[]
2016-03-08,[]
2016-03-09,[]
2016-03-10,[]
2016-03-11,[]
2016-03-14,[]
2016-03-15,[]
2016-03-16,[]
2016-03-17,[]
2016-03-18,[]
2016-03-21,[]
2016-03-22,[]
2016-03-23,[]
2016-03-24,[]
2016-03-28,[]
2016-03-29,[]
2016-03-30,[]
2016-03-31,[]
2016-04-01,[]
2016-04-04,[]
2016-04-05,[]
2016-04-06,[]
2016-04-07,[]
2016-04-08,[]
2016-04-11,[]
2016-04-12,[]
2016-04-13,[]
2016-04-14,[]
2016-04-15,[]
2016-04-18,[]
2016-04-19,[]
2016-04-20,[]
2016-04-21,[]
2016-04-22,[]
2016-04-25,[]
2016-04-26,[]
2016-04-27,"[{'id': '20a5d45fef8d46bea51007f8208d1c29', 'dt': Timestamp('2016-04-27 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2016-04-27 20:00:00+0000', tz='UTC'), 'amount': -7, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [AAPL]), 'status': <ORDER_STATUS.OPEN: 0>}]"
2016-04-28,"[{'id': '20a5d45fef8d46bea51007f8208d1c29', 'dt': Timestamp('2016-04-28 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2016-04-27 20:00:00+0000', tz='UTC'), 'amount': -7, 'filled': -7, 'commission': 0.021, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [AAPL]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '3c1c47780dc24b7a8fce5317d21a6fe8', 'dt': Timestamp('2016-04-28 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2016-04-28 20:00:00+0000', tz='UTC'), 'amount': 22, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [AAPL]), 'status': <ORDER_STATUS.OPEN: 0>}]"
2016-04-29,"[{'id': '3c1c47780dc24b7a8fce5317d21a6fe8', 'dt': Timestamp('2016-04-29 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2016-04-28 20:00:00+0000', tz='UTC'), 'amount': 22, 'filled': 22, 'commission': 0.066, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [AAPL]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '083dfee745e04b96b01f2fe766bfb1fb', 'dt': Timestamp('2016-04-29 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2016-04-29 20:00:00+0000', tz='UTC'), 'amount': 9, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [AAPL]), 'status': <ORDER_STATUS.OPEN: 0>}]"
2016-05-02,"[{'id': '083dfee745e04b96b01f2fe766bfb1fb', 'dt': Timestamp('2016-05-02 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2016-04-29 20:00:00+0000', tz='UTC'), 'amount': 9, 'filled': 9, 'commission': 0.027, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [AAPL]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '7218bf4c68644614bd8abf3ccfbe42d9', 'dt': Timestamp('2016-05-02 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2016-05-02 20:00:00+0000', tz='UTC'), 'amount': 1, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [AAPL]), 'status': <ORDER_STATUS.OPEN: 0>}]"
2016-05-03,"[{'id': '7218bf4c68644614bd8abf3ccfbe42d9', 'dt': Timestamp('2016-05-03 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2016-05-02 20:00:00+0000', tz='UTC'), 'amount': 1, 'filled': 1, 'commission': 0.003, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [AAPL]), 'status': <ORDER_STATUS.FILLED: 1>}]"
2016-05-04,[]
2016-05-05,[]
2016-05-06,[]
2016-05-09,[]
2016-05-10,[]
2016-05-11,[]
2016-05-12,[]
2016-05-13,[]
2016-05-16,[]
2016-05-17,[]
2016-05-18,[]
2016-05-19,[]
2016-05-20,[]
2016-05-23,[]
2016-05-24,[]
2016-05-25,[]
2016-05-26,[]
2016-05-27,[]
2016-05-31,[]
2016-06-01,[]
2016-06-02,[]
2016-06-03,[]
2016-06-06,[]
2016-06-07,[]
2016-06-08,[]
2016-06-09,[]
2016-06-10,[]
2016-06-13,[]
2016-06-14,[]
2016-06-15,[]
2016-06-16,[]
2016-06-17,[]
2016-06-20,[]
2016-06-21,[]
2016-06-22,[]
2016-06-23,[]
2016-06-24,"[{'id': '6af96913b7fc4717a938f16844564598', 'dt': Timestamp('2016-06-24 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2016-06-24 20:00:00+0000', tz='UTC'), 'amount': 2, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [AAPL]), 'status': <ORDER_STATUS.OPEN: 0>}]"
2016-06-27,"[{'id': '6af96913b7fc4717a938f16844564598', 'dt': Timestamp('2016-06-27 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2016-06-24 20:00:00+0000', tz='UTC'), 'amount': 2, 'filled': 2, 'commission': 0.006, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [AAPL]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '12a1238858ac4ea9bc23a08b24ec1856', 'dt': Timestamp('2016-06-27 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2016-06-27 20:00:00+0000', tz='UTC'), 'amount': 11, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [AAPL]), 'status': <ORDER_STATUS.OPEN: 0>}]"
2016-06-28,"[{'id': '12a1238858ac4ea9bc23a08b24ec1856', 'dt': Timestamp('2016-06-28 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2016-06-27 20:00:00+0000', tz='UTC'), 'amount': 11, 'filled': 11, 'commission': 0.033, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [AAPL]), 'status': <ORDER_STATUS.FILLED: 1>}]"
2016-06-29,[]
2016-06-30,[]
2016-07-01,[]
2016-07-05,[]
2016-07-06,[]
2016-07-07,[]
2016-07-08,[]
2016-07-11,[]
2016-07-12,[]
2016-07-13,[]
2016-07-14,[]
2016-07-15,[]
2016-07-18,[]
2016-07-19,[]
2016-07-20,[]
2016-07-21,[]
2016-07-22,[]
2016-07-25,[]
2016-07-26,[]
2016-07-27,[]
2016-07-28,[]
2016-07-29,[]
2016-08-01,[]
2016-08-02,[]
2016-08-03,[]
2016-08-04,[]
2016-08-05,[]
2016-08-08,[]
2016-08-09,[]
2016-08-10,[]
2016-08-11,[]
2016-08-12,[]
2016-08-15,[]
2016-08-16,[]
2016-08-17,[]
2016-08-18,[]
2016-08-19,[]
2016-08-22,[]
2016-08-23,[]
2016-08-24,[]
2016-08-25,[]
2016-08-26,[]
2016-08-29,[]
2016-08-30,[]
2016-08-31,[]
2016-09-01,[]
2016-09-02,[]
2016-09-06,[]
2016-09-07,[]
2016-09-08,[]
2016-09-09,"[{'id': '11d1ee34ca6f455f9f15283be202db9a', 'dt': Timestamp('2016-09-09 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2016-09-09 20:00:00+0000', tz='UTC'), 'amount': -82, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [AAPL]), 'status': <ORDER_STATUS.OPEN: 0>}]"
2016-09-12,"[{'id': '11d1ee34ca6f455f9f15283be202db9a', 'dt': Timestamp('2016-09-12 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2016-09-09 20:00:00+0000', tz='UTC'), 'amount': -82, 'filled': -82, 'commission': 0.246, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [AAPL]), 'status': <ORDER_STATUS.FILLED: 1>}]"
2016-09-13,[]
2016-09-14,[]
2016-09-15,[]
2016-09-16,[]
2016-09-19,[]
2016-09-20,[]
2016-09-21,[]
2016-09-22,[]
2016-09-23,[]
2016-09-26,[]
2016-09-27,[]
2016-09-28,[]
2016-09-29,[]
2016-09-30,[]
2016-10-03,[]
2016-10-04,[]
2016-10-05,[]
2016-10-06,[]
2016-10-07,[]
2016-10-10,[]
2016-10-11,[]
2016-10-12,[]
2016-10-13,[]
2016-10-14,[]
2016-10-17,[]
2016-10-18,[]
2016-10-19,[]
2016-10-20,[]
2016-10-21,[]
2016-10-24,[]
2016-10-25,[]
2016-10-26,[]
2016-10-27,[]
2016-10-28,[]
2016-10-31,[]
2016-11-01,"[{'id': '88e61642634242f9b58018afd378a493', 'dt': Timestamp('2016-11-01 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2016-11-01 20:00:00+0000', tz='UTC'), 'amount': -52, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [AAPL]), 'status': <ORDER_STATUS.OPEN: 0>}]"
